order_id;customer_id;order_date;payment_value;decoy_flag;decoy_noise
103618;433;20/04/2024;67.74;C;96.22
103619;855;23/01/2024;60.65;C;62.05
103620;438;03/04/2024;284.19;B;284.41
103621;830;13/05/2024;331.07;B;379.92
103622;547;04/02/2024;176.15;D;191.39
103623;285;24/05/2024;471.52;C;339.35
103624;834;29/01/2024;122.07;C;127.56
103625;893;18/07/2024;76.2;A;79.01
103626;306;06/01/2024;151.35;C;138.64
103627;14;10/03/2024;69;C;28.56
103628;48;10/02/2024;163.5;C;127.94
103629;300;30/01/2024;246.16;C;268.84
103630;242;01/03/2024;67.85;D;78.01
103631;584;14/03/2024;411.11;B;459.13
103632;897;01/01/2024;575.71;B;669.74
103633;412;11/01/2024;508.48;C;495.33
103634;771;15/03/2024;25.66;C;-21.68
103635;504;06/03/2024;105.42;D;135.95
103636;886;21/07/2024;192.95;C;196.62
103637;711;26/03/2024;43.79;A;8.45
103638;98;29/06/2024;48.22;B;59.92
103639;816;13/03/2024;23.35;B;26.96
103640;126;22/01/2024;162.55;C;180.32
103641;160;07/01/2024;202.53;C;176.92
103642;265;01/04/2024;320.75;C;346.15
103643;247;02/03/2024;225.73;C;146.89
103644;995;03/01/2024;252.55;A;348.8
103645;185;27/01/2024;30.96;A;0.96
103646;467;07/07/2024;187.69;A;152.28
103647;302;11/02/2024;147.99;C;95.14
103648;570;04/02/2024;90.97;A;103.82
103649;696;06/02/2024;116.81;C;106.56
103650;783;15/01/2024;203.43;C;268.11
103651;631;28/01/2024;263.21;A;245.15
103652;735;28/01/2024;528.48;D;403.02
103653;445;04/01/2024;211.95;C;266.64
103654;656;28/03/2024;282.38;C;277.92
103655;883;02/02/2024;275.64;C;281.85
103656;239;13/04/2024;333.68;C;246.43
103657;558;23/04/2024;59.75;C;75.94
103658;229;15/01/2024;165.97;C;157.68
103659;327;05/03/2024;71.45;D;51.95
103660;291;08/02/2024;75.73;A;99.8
103661;989;07/05/2024;216.55;B;241.66
103662;66;15/01/2024;219.07;C;208.07
103663;313;08/03/2024;210.37;B;153.38
103664;880;26/02/2024;99.06;D;63.67
103665;290;21/01/2024;169.67;C;190.2
103666;227;09/01/2024;127.04;C;107.03
103667;799;04/03/2024;210.07;D;212.22
103668;524;21/03/2024;326.98;A;270.11
103669;961;23/01/2024;68.08;B;62.54
103670;175;03/03/2024;156.3;D;139.87
103671;221;31/01/2024;282.23;C;229.17
103672;65;15/03/2024;34.23;D;37.38
103673;641;14/01/2024;300.37;D;244.52
103674;847;12/05/2024;16.87;B;-7.36
103675;762;21/01/2024;59.53;C;98.45
103676;707;28/01/2024;150.6;C;183.01
103677;270;04/01/2024;124.14;B;154.34
103678;182;08/01/2024;112.64;C;82.62
103679;906;13/02/2024;499.23;B;461.58
103680;835;19/01/2024;52.57;C;88.63
103681;340;18/04/2024;222.64;A;192.75
103682;896;01/01/2024;511.98;C;549.46
103683;306;29/01/2024;288;D;336.46
103684;887;25/01/2024;204.66;C;179.21
103685;896;02/01/2024;186.86;C;130.82
103686;612;08/01/2024;111.58;A;88.79
103687;859;02/02/2024;105.01;C;67.52
103688;753;10/02/2024;43.15;C;58.86
103689;116;01/02/2024;313.91;A;247.73
103690;676;15/02/2024;47.63;A;2.1
103691;751;24/02/2024;148.05;A;134.69
103692;11;01/01/2024;121.29;B;132.06
103693;899;07/02/2024;180.29;C;192.4
103694;984;17/07/2024;244.63;C;263.66
103695;167;13/02/2024;108.77;C;110.71
103696;10;08/03/2024;59.24;A;97.56
103697;986;23/01/2024;87.66;A;84.58
103698;563;30/03/2024;70.27;C;109.23
103699;800;29/03/2024;520.93;C;528.67
103700;948;14/02/2024;374.45;C;315.8
103701;328;11/08/2024;41.82;C;16.64
103702;47;09/01/2024;122.54;B;103.43
103703;525;02/01/2024;67.54;C;51.39
103704;378;29/03/2024;89.33;C;97.73
103705;835;08/04/2024;99.82;D;105.56
103706;821;08/01/2024;74.51;C;65.69
103707;821;19/01/2024;294.73;C;269.48
103708;399;02/01/2024;200.05;C;131.08
103709;437;21/01/2024;188.69;C;209.26
103710;981;30/03/2024;402.51;C;405.13
103711;121;13/02/2024;280.75;A;301.74
103712;810;26/01/2024;158.9;B;113.56
103713;797;28/01/2024;191.7;C;262.35
103714;757;01/01/2024;313.15;B;262.47
103715;47;22/01/2024;299.25;C;365.61
103716;731;03/03/2024;13.02;C;9.81
103717;798;07/08/2024;216.51;B;203.63
103718;635;22/04/2024;169.18;C;167.11
103719;526;02/01/2024;253.78;D;180.97
103720;489;17/05/2024;25.35;B;64.07
103721;765;01/04/2024;332.17;C;336.88
103722;505;31/03/2024;264.31;C;242.13
103723;79;06/02/2024;116.98;C;150.68
103724;750;31/01/2024;471.93;C;477.4
103725;367;22/01/2024;58.53;B;64.71
103726;315;05/01/2024;183.18;B;223.82
103727;110;16/01/2024;98.44;B;136.5
103728;874;17/01/2024;81.37;C;70.81
103729;576;09/02/2024;146.91;B;136.23
103730;556;23/03/2024;28.04;C;-4.34
103731;782;08/02/2024;264.41;A;287.73
103732;409;04/01/2024;717.48;B;841.11
103733;91;08/07/2024;56.48;C;99.09
103734;239;20/06/2024;398.23;A;505.99
103735;300;02/04/2024;319.33;C;394.57
103736;317;11/10/2024;36.91;A;43.85
103737;770;17/02/2024;53;A;79.63
103738;243;16/07/2024;180.65;B;182.39
103739;977;05/01/2024;253.37;C;254.52
103740;79;28/01/2024;338.02;D;240.79
103741;475;16/01/2024;151.01;C;122.39
103742;330;14/01/2024;164.37;C;199.03
103743;510;10/01/2024;42.05;B;32.24
103744;939;28/02/2024;400.54;B;418.09
103745;750;01/04/2024;323.89;B;371.92
103746;777;21/02/2024;227.61;B;219.54
103747;701;10/01/2024;155.49;A;156.53
103748;707;09/04/2024;397.59;B;468.5
103749;920;01/03/2024;55.56;A;86.31
103750;961;30/01/2024;191.25;A;203.61
103751;166;08/03/2024;530.55;B;562.04
103752;710;19/01/2024;54.63;B;31.64
103753;901;26/01/2024;616.74;D;604.44
103754;68;29/05/2024;308.12;D;313.39
103755;707;21/01/2024;260.21;C;272.29
103756;237;08/02/2024;390.81;D;429.96
103757;670;12/05/2024;341.96;C;360.55
103758;228;14/03/2024;36.61;C;50.57
103759;471;04/01/2024;35.23;A;31.7
103760;62;10/01/2024;101.86;A;96.8
103761;135;01/01/2024;205.12;A;229.04
103762;947;29/02/2024;356.08;B;327
103763;160;05/02/2024;131.52;A;125.35
103764;619;09/01/2024;82.01;B;124.5
103765;842;09/07/2024;295.18;C;326.36
103766;755;15/02/2024;127.32;C;139.13
103767;755;17/01/2024;214.52;B;233.6
103768;101;11/02/2024;162.47;C;92.99
103769;225;09/03/2024;86.19;B;84.07
103770;282;05/01/2024;89.83;B;51.47
103771;555;20/01/2024;54.71;C;93.36
103772;365;08/04/2024;366.98;D;262.17
103773;318;06/02/2024;115;C;105.27
103774;415;17/02/2024;83.38;C;75.37
103775;478;04/02/2024;25.1;B;42.17
103776;23;03/01/2024;19.65;A;33.7
103777;576;11/01/2024;58.31;C;80.62
103778;989;05/02/2024;212.2;B;253.45
103779;840;15/01/2024;167.56;C;201.22
103780;183;04/01/2024;124.7;C;66.77
103781;656;21/04/2024;58.7;C;46.44
103782;632;26/08/2024;22.36;C;29.18
103783;777;04/04/2024;84.37;C;135.95
103784;772;25/04/2024;126.24;C;89.01
103785;979;17/01/2024;268.76;B;264.89
103786;551;13/07/2024;37.95;A;48.47
103787;300;14/01/2024;118.04;B;122.61
103788;297;30/06/2024;56.26;C;35.41
103789;269;11/11/2024;99.14;C;107.7
103790;588;15/03/2024;594.41;C;506.28
103791;969;26/08/2024;69.86;C;66.58
103792;908;20/02/2024;58.15;C;69.71
103793;280;19/01/2024;852.39;C;810.35
103794;48;04/02/2024;245.63;A;286.8
103795;205;24/02/2024;232.89;D;206.92
103796;611;05/01/2024;73.01;C;47.75
103797;800;28/02/2024;586.73;D;584.11
103798;422;26/08/2024;40.73;C;75.94
103799;974;13/01/2024;339.51;B;286.16
103800;962;04/04/2024;372;A;347.14
103801;950;23/05/2024;429.33;A;424.51
103802;789;21/06/2024;463.52;C;389.79
103803;671;12/07/2024;130.8;B;165.75
103804;320;14/02/2024;201.26;C;242.84
103805;948;15/08/2024;167.77;C;156.29
103806;675;25/03/2024;63.31;A;74.27
103807;144;11/01/2024;124.09;A;129.42
103808;680;08/02/2024;372.53;A;356.94
103809;90;17/03/2024;43.57;A;20.88
103810;550;18/01/2024;289.28;C;207.35
103811;953;02/03/2024;299.02;B;330.77
103812;771;06/03/2024;173.52;A;188.75
103813;165;11/01/2024;310.79;C;286.17
103814;612;19/02/2024;65.14;D;73.21
103815;998;29/03/2024;55.13;A;58.52
103816;770;11/02/2024;113.59;D;76.35
103817;982;01/01/2024;206.69;D;181.08
103818;259;01/01/2024;557.97;C;523.25
103819;616;27/01/2024;172.94;B;206.92
103820;687;05/06/2024;114.71;A;90.93
103821;618;16/01/2024;362.94;C;427.64
103822;111;01/03/2024;46.82;C;54.43
103823;858;16/01/2024;37.92;C;47.47
103824;539;24/01/2024;565.17;C;541.56
103825;959;23/04/2024;82.49;C;58.57
103826;550;19/03/2024;436.05;B;358.28
103827;684;07/01/2024;400.47;C;325.57
103828;8;03/02/2024;320.7;B;270.99
103829;23;02/01/2024;361.88;B;293.81
103830;646;09/02/2024;352.97;B;386.45
103831;409;06/03/2024;15.01;C;-8.94
103832;571;08/01/2024;211.87;C;237.16
103833;441;21/01/2024;179.05;B;184.26
103834;58;31/01/2024;102.1;A;111.84
103835;768;31/05/2024;126.82;B;126.55
103836;912;26/10/2024;150.24;C;162.38
103837;794;03/01/2024;129.49;C;142.34
103838;335;26/03/2024;392.46;B;421.56
103839;687;28/01/2024;130.37;B;141.48
103840;96;30/01/2024;831.06;D;704.92
103841;424;25/03/2024;92.17;B;39.62
103842;147;30/05/2024;115.35;B;127
103843;462;29/06/2024;140.68;C;165.95
103844;629;21/02/2024;81.36;C;74.15
103845;752;27/01/2024;140.06;B;140.82
103846;428;02/04/2024;99.64;C;141.24
103847;355;18/01/2024;290.51;A;364.41
103848;666;19/02/2024;112.13;B;137.69
103849;308;27/01/2024;71.98;C;48.12
103850;421;05/03/2024;123.09;C;137.23
103851;845;17/01/2024;159.16;C;140.77
103852;303;13/01/2024;134.09;B;142.87
103853;712;30/05/2024;852.79;C;737.11
103854;526;07/01/2024;238.49;D;241.47
103855;154;12/02/2024;52.51;C;65.35
103856;47;15/01/2024;266.43;B;253.69
103857;760;03/01/2024;206.8;B;220.64
103858;606;03/01/2024;244.91;C;256.6
103859;499;12/01/2024;265.11;C;289.38
103860;744;30/04/2024;422.99;C;404.47
103861;106;20/01/2024;148.53;B;134.35
103862;909;29/06/2024;160.41;B;126.68
103863;740;22/02/2024;90.32;C;95.38
103864;907;04/02/2024;196.31;C;236.02
103865;770;22/02/2024;82.48;B;83.83
103866;158;13/02/2024;66.46;C;85.67
103867;371;26/03/2024;529.97;C;493.94
103868;792;20/01/2024;157.55;C;179.26
103869;245;27/01/2024;241.26;C;302.2
103870;594;14/05/2024;102.09;C;106.81
103871;535;24/06/2024;603.99;C;705.78
103872;117;13/05/2024;138.78;B;165.55
103873;70;02/02/2024;464.93;C;430.32
103874;878;31/03/2024;240.97;C;199.35
103875;75;08/02/2024;176.59;D;134.52
103876;135;11/02/2024;214.07;C;239.45
103877;943;14/01/2024;156.42;A;158.04
103878;737;23/02/2024;148.39;C;162.8
103879;890;13/01/2024;203.18;C;243.83
103880;138;25/01/2024;23.71;A;21.97
103881;853;25/04/2024;102.01;A;85.43
103882;713;14/01/2024;290.69;A;259.63
103883;887;05/01/2024;307.92;A;342.73
103884;414;05/01/2024;726.22;A;772.35
103885;432;18/06/2024;339.87;D;382.73
103886;240;12/02/2024;322.77;B;359.2
103887;537;01/02/2024;218.79;B;196.92
103888;217;09/04/2024;385.43;C;308.67
103889;881;18/04/2024;189.66;C;238.44
103890;792;25/01/2024;175.98;C;241.63
103891;12;11/03/2024;179.78;C;185.92
103892;199;29/03/2024;379.68;A;395.56
103893;507;04/03/2024;178.16;C;275.32
103894;418;10/01/2024;238.11;C;182.28
103895;387;05/05/2024;109.78;C;140.03
103896;134;16/02/2024;575.05;C;560.45
103897;315;20/01/2024;131.97;C;97.63
103898;923;03/02/2024;172.62;B;151.07
103899;595;03/01/2024;320.77;C;297.86
103900;840;09/01/2024;420.74;C;393.59
103901;36;28/03/2024;184.13;B;206.94
103902;829;01/01/2024;290.32;C;251.01
103903;743;02/02/2024;84.4;C;117.14
103904;612;14/02/2024;207.16;C;180.85
103905;466;04/01/2024;287.62;B;373.28
103906;711;04/08/2024;460.08;C;509.95
103907;193;16/01/2024;53.74;C;39.6
103908;389;22/01/2024;72.19;C;82.9
103909;682;22/01/2024;35.13;C;24.6
103910;142;16/01/2024;60.26;B;56.32
103911;248;01/01/2024;395.7;C;335.29
103912;321;19/03/2024;107.17;B;137.86
103913;524;23/07/2024;179.49;C;117.23
103914;723;16/01/2024;74.77;C;51.98
103915;386;06/03/2024;117.89;C;103.9
103916;782;22/03/2024;539.19;C;507.04
103917;323;23/04/2024;220.42;C;178.32
103918;627;02/02/2024;258.93;C;267.99
103919;867;22/01/2024;156.19;C;116.19
103920;461;24/01/2024;365.06;B;419.13
103921;323;15/03/2024;358.44;B;328.86
103922;270;11/04/2024;142.79;C;84.01
103923;930;13/01/2024;171.08;D;173.4
103924;813;28/01/2024;406.73;C;447.69
103925;137;19/05/2024;178.89;B;170.47
103926;394;08/04/2024;129.85;C;121.64
103927;904;08/09/2024;137.41;C;167.67
103928;669;25/03/2024;117.17;C;143.85
103929;61;30/01/2024;177.21;C;220.79
103930;950;23/02/2024;120.31;C;86.06
103931;935;05/03/2024;176.86;C;124.43
103932;801;05/01/2024;94.98;B;111.35
103933;919;17/02/2024;223.67;B;217.73
103934;328;15/03/2024;247.82;A;259.21
103935;895;11/01/2024;278.99;C;328.73
103936;168;01/04/2024;251.06;D;219.61
103937;358;22/02/2024;346.2;C;351.33
103938;535;01/07/2024;187.78;C;221.04
103939;59;03/01/2024;175.69;C;202.21
103940;434;19/01/2024;105.85;C;120.42
103941;868;25/02/2024;297.63;B;340.06
103942;960;22/01/2024;111.57;C;84.28
103943;824;16/03/2024;32.1;B;22.93
103944;683;26/03/2024;101.67;B;128.86
103945;895;07/01/2024;313.51;C;283.65
103946;84;13/02/2024;271.21;C;228.25
103947;248;12/02/2024;206.95;C;247.48
103948;826;28/01/2024;685.73;C;592.37
103949;496;11/06/2024;224.44;C;218
103950;896;15/04/2024;87.87;C;106.43
103951;396;12/03/2024;81.17;B;66.51
103952;932;16/03/2024;250.81;C;269.11
103953;969;07/02/2024;448.55;D;444.14
103954;481;01/06/2024;173.92;C;163.51
103955;646;12/03/2024;229.38;C;196.32
103956;288;19/03/2024;238.08;B;193.82
103957;193;28/04/2024;702.96;C;718.19
103958;700;20/01/2024;332.65;C;326.64
103959;438;08/04/2024;389.24;C;458.18
103960;500;14/01/2024;84.82;C;101.18
103961;152;26/01/2024;111.24;C;51.58
103962;669;25/01/2024;104.29;A;106.73
103963;520;18/08/2024;145.04;A;113.33
103964;269;26/04/2024;184.26;B;176.59
103965;575;13/03/2024;217.97;C;209.24
103966;537;18/03/2024;164.75;C;138.28
103967;157;19/02/2024;102.31;C;121.77
103968;187;25/06/2024;70.01;A;91.47
103969;317;11/02/2024;234.37;C;245.5
103970;600;29/01/2024;284.73;B;316.75
103971;637;11/01/2024;150.02;D;143.98
103972;987;02/04/2024;37.97;C;-1.96
103973;243;20/03/2024;330.31;A;253.23
103974;538;30/01/2024;145.11;A;116.7
103975;84;02/01/2024;51.99;C;58.37
103976;196;19/04/2024;172.28;A;185.62
103977;278;01/01/2024;345.95;C;312.12
103978;135;13/03/2024;125.66;A;109.91
103979;953;29/07/2024;12.21;C;35.11
103980;830;04/02/2024;139.28;C;123.4
103981;378;17/01/2024;98.08;C;133.61
103982;118;14/03/2024;196.34;B;191.59
103983;914;11/04/2024;175.35;A;165.72
103984;778;17/02/2024;117.11;C;131.73
103985;799;23/07/2024;111.41;B;125.72
103986;26;04/01/2024;415.87;A;414.45
103987;695;12/02/2024;249.81;C;198.5
103988;239;17/03/2024;244.2;C;235.9
103989;109;29/04/2024;317.55;B;306.43
103990;90;12/01/2024;144.17;C;179.94
103991;382;06/04/2024;490.62;C;514.22
103992;793;18/02/2024;219.58;A;270.19
103993;632;31/01/2024;189.26;C;187.06
103994;692;09/01/2024;217.6;C;224.52
103995;18;30/04/2024;138.91;A;150.85
103996;664;11/01/2024;101.97;A;62.55
103997;502;23/01/2024;368.78;A;360.83
103998;620;21/01/2024;64.44;D;58.94
103999;655;03/05/2024;69.62;C;69.63
104000;896;08/03/2024;160.1;D;131.39
104001;776;05/04/2024;85.56;C;65
104002;555;18/01/2024;38.09;A;62.68
104003;217;28/02/2024;67.47;B;38.7
104004;995;20/02/2024;87.67;C;89.97
104005;24;17/04/2024;226.7;B;210.94
104006;494;21/05/2024;150.78;A;101.63
104007;762;01/01/2024;327.19;B;388.34
104008;1000;08/03/2024;64.11;C;31.18
104009;373;04/01/2024;74.49;B;57.68
104010;614;17/02/2024;202.45;D;231.18
104011;469;21/01/2024;98.41;C;131.64
104012;502;22/01/2024;133.41;A;154.01
104013;833;27/01/2024;68.24;C;80.3
104014;538;28/02/2024;64.05;C;31.77
104015;330;25/01/2024;95.34;C;102.79
104016;154;20/03/2024;340.34;B;381.15
104017;834;01/02/2024;50.8;A;16.34
104018;936;05/01/2024;367.35;C;280.97
104019;782;01/04/2024;318.72;A;275.78
104020;417;21/01/2024;116.84;B;157.01
104021;441;04/02/2024;174.86;A;187.09
104022;423;10/03/2024;214.45;C;157.3
104023;641;25/01/2024;274.56;C;214.14
104024;606;04/01/2024;74.42;B;74.95
104025;37;29/01/2024;296.92;A;279.31
104026;274;22/06/2024;185.47;B;170.54
104027;158;02/03/2024;79.3;C;87.39
104028;667;07/03/2024;186.96;C;185.28
104029;700;01/03/2024;78.54;C;107.1
104030;433;14/01/2024;170.24;B;147.64
104031;113;02/02/2024;121.12;D;116
104032;542;24/03/2024;194.31;C;194.42
104033;941;07/01/2024;202.63;C;159.06
104034;757;20/01/2024;401.19;C;421.84
104035;612;20/01/2024;263.65;B;277.07
104036;533;03/02/2024;232.17;C;235.13
104037;438;23/08/2024;35.8;B;15.97
104038;400;05/01/2024;332.96;B;293.99
104039;977;13/02/2024;125.22;B;138.8
104040;18;12/01/2024;68.3;C;78.97
104041;162;30/07/2024;614.53;D;702
104042;405;08/01/2024;98.32;B;51.8
104043;460;01/02/2024;430.28;D;374.13
104044;159;21/03/2024;216.43;C;277.93
104045;10;14/03/2024;250.89;C;249.75
104046;873;02/02/2024;171.34;B;167.16
104047;762;26/01/2024;81.17;B;91.05
104048;516;31/01/2024;285.19;C;250.37
104049;15;19/01/2024;205.46;D;148.22
104050;565;14/01/2024;203.31;C;199.98
104051;699;09/02/2024;182.81;C;227.19
104052;55;19/01/2024;141.85;C;116.81
104053;446;21/01/2024;286.6;C;286.78
104054;938;05/03/2024;246.21;C;244.23
104055;745;26/07/2024;308.75;C;289.78
104056;156;25/02/2024;146.79;B;170.88
104057;890;05/01/2024;137.82;D;182.06
104058;391;05/01/2024;112.75;B;90.58
104059;139;30/06/2024;186.64;C;254.35
104060;413;22/01/2024;37.61;B;13.89
104061;674;06/01/2024;811.11;B;841.3
104062;884;24/02/2024;103.44;A;99.03
104063;762;28/02/2024;392.06;B;442.35
104064;125;03/03/2024;123.02;C;127.75
104065;628;19/01/2024;261.09;D;322.63
104066;862;01/01/2024;518.64;C;611.19
104067;219;20/07/2024;251.04;B;263.57
104068;281;18/01/2024;499.16;A;546.14
104069;440;08/03/2024;376.74;C;292.2
104070;752;14/03/2024;76.46;A;78.89
104071;102;26/02/2024;288.32;C;291.53
104072;40;23/01/2024;224.05;C;223.4
104073;471;19/01/2024;96.6;C;107.49
104074;376;24/02/2024;355.21;C;306.99
104075;605;30/04/2024;62.26;D;42.36
104076;191;24/06/2024;339.88;C;400.5
104077;887;07/01/2024;290.94;D;238.83
104078;434;11/01/2024;189.53;C;144.81
104079;11;22/06/2024;107.69;A;84.12
104080;700;21/03/2024;285.52;C;337.16
104081;704;08/05/2024;26.64;B;47.88
104082;246;14/01/2024;91.33;C;126.41
104083;132;23/02/2024;173.33;A;150.24
104084;484;13/03/2024;189.65;B;161.8
104085;415;09/03/2024;93.27;C;43.57
104086;330;01/02/2024;95.24;D;78.97
104087;822;01/01/2024;256.67;B;218.56
104088;848;22/02/2024;78.43;C;93.6
104089;568;18/01/2024;131.51;C;105.2
104090;885;05/02/2024;61.98;D;51.53
104091;862;08/07/2024;180.53;C;199.37
104092;355;31/01/2024;148.68;D;195.9
104093;556;19/04/2024;24.12;D;31.68
104094;721;13/01/2024;50.9;D;66.24
104095;261;07/03/2024;408.65;C;455.08
104096;707;14/08/2024;99.91;A;106.74
104097;592;07/01/2024;228.2;C;233.99
104098;580;01/01/2024;73.83;C;73.45
104099;649;04/02/2024;449.06;D;522.38
104100;4;06/01/2024;35.03;C;56.91
104101;341;23/03/2024;381.74;C;376.39
104102;970;27/05/2024;189.17;B;176.91
104103;629;04/02/2024;280.4;C;276.16
104104;95;18/01/2024;412.7;C;478.3
104105;721;04/02/2024;210.45;B;195.58
104106;16;18/03/2024;528.44;C;574.55
104107;999;01/01/2024;408.21;A;400.26
104108;111;23/02/2024;274.25;C;284.06
104109;326;27/02/2024;365.48;A;490.61
104110;222;01/03/2024;175.73;C;162.57
104111;271;17/01/2024;81.83;C;31.75
104112;875;16/03/2024;737.45;D;610.39
104113;436;06/01/2024;184.87;D;215.44
104114;671;14/01/2024;217.89;C;255.92
104115;94;05/05/2024;53.43;C;105.1
104116;997;21/03/2024;429.82;B;359.69
104117;336;01/01/2024;213.65;A;197.12
104118;812;18/01/2024;256.5;B;241.23
104119;501;15/01/2024;281.35;C;260.32
104120;164;19/01/2024;97.59;C;102.57
104121;894;18/01/2024;422.1;C;489.88
104122;386;04/01/2024;230.54;C;288.94
104123;412;06/02/2024;25.96;A;30.91
104124;368;20/03/2024;366.47;B;363.34
104125;296;25/02/2024;163.49;C;159.57
104126;319;08/03/2024;106.49;C;116.57
104127;255;06/01/2024;39.13;C;52.23
104128;831;30/06/2024;131.58;C;135.53
104129;785;19/04/2024;120.24;D;97.85
104130;489;08/04/2024;393.67;B;406.12
104131;550;13/04/2024;112.67;B;112.96
104132;896;10/06/2024;47.84;B;66.88
104133;420;17/02/2024;258.44;B;277.61
104134;928;14/01/2024;407.11;A;514.11
104135;694;27/02/2024;138.62;B;136.71
104136;187;22/03/2024;597.57;B;636.61
104137;25;21/03/2024;363.36;A;448.74
104138;845;14/02/2024;431.44;B;460.15
104139;142;05/01/2024;253.25;B;220.05
104140;428;28/01/2024;233.58;C;241.38
104141;124;01/06/2024;108.59;B;105.72
104142;25;22/02/2024;511.79;C;553.31
104143;803;16/02/2024;456.63;A;529.01
104144;477;19/01/2024;519.11;C;481.05
104145;463;28/01/2024;176.46;C;170.82
104146;847;15/05/2024;140.48;C;141.39
104147;687;06/03/2024;305.3;C;300.25
104148;431;02/04/2024;125.04;B;143.23
104149;232;06/02/2024;177.93;C;201.29
104150;657;29/02/2024;29.64;D;13.8
104151;345;18/01/2024;218.73;B;145.29
104152;23;14/03/2024;273.67;C;269.88
104153;736;03/02/2024;437.93;B;508.6
104154;122;05/02/2024;313.43;C;372.54
104155;223;03/03/2024;350.76;C;283.07
104156;983;14/06/2024;571.83;C;502.22
104157;230;04/01/2024;92.63;A;129.01
104158;17;14/04/2024;79.1;B;84.42
104159;285;21/01/2024;207.91;A;199.7
104160;2;05/02/2024;70.78;D;55.39
104161;267;02/01/2024;229.3;B;175.81
104162;528;22/01/2024;73.22;C;90.36
104163;947;11/02/2024;87.31;C;73.59
104164;849;04/01/2024;39.65;C;47.13
104165;533;10/02/2024;216.36;C;216.02
104166;251;06/06/2024;56.24;B;52.24
104167;277;07/01/2024;261.79;A;239.15
104168;6;27/03/2024;292.69;B;349.78
104169;814;01/02/2024;101.8;B;114.59
104170;237;04/03/2024;321.16;C;379.67
104171;535;19/01/2024;296.7;B;246.39
104172;826;11/01/2024;376.62;A;346.45
104173;697;11/01/2024;94.6;A;75.03
104174;957;05/01/2024;91.33;C;118.34
104175;224;13/01/2024;282.02;A;249.93
104176;551;06/03/2024;205.79;A;224.19
104177;941;08/05/2024;220.13;C;203.94
104178;486;10/04/2024;447.81;A;414.64
104179;413;10/03/2024;336.37;A;271.07
104180;31;08/01/2024;296.97;C;344.85
104181;473;21/01/2024;274.07;C;202.59
104182;514;23/01/2024;356.45;D;413.32
104183;342;18/01/2024;157.51;D;225.64
104184;165;13/02/2024;68.66;C;28.44
104185;300;16/02/2024;112.32;A;115.9
104186;975;27/01/2024;100.9;C;82.36
104187;454;27/01/2024;9.59;A;21.32
104188;639;15/04/2024;274.39;D;271.98
104189;831;03/04/2024;141.82;C;159.94
104190;890;23/01/2024;159.7;C;156.3
104191;481;27/05/2024;118.01;C;109.09
104192;75;02/07/2024;178.56;C;200.04
104193;309;24/01/2024;492;C;404.08
104194;76;27/01/2024;38.96;A;55.16
104195;984;12/02/2024;552.21;C;539.01
104196;387;18/06/2024;214.66;D;223.15
104197;350;05/05/2024;124.39;A;95.97
104198;275;07/01/2024;136.69;D;164.82
104199;301;30/01/2024;85.97;C;139.55
104200;957;18/02/2024;26.12;C;-2.29
104201;747;11/02/2024;73.65;C;50.55
104202;55;13/01/2024;179.09;D;199.54
104203;711;27/04/2024;149.57;B;189.55
104204;460;08/03/2024;250.5;C;272.88
104205;541;19/04/2024;118.92;C;57.11
104206;816;27/04/2024;106.15;A;110.22
104207;840;23/03/2024;677.36;D;748.15
104208;575;04/02/2024;87.91;C;83.57
104209;661;26/02/2024;92.75;C;112.1
104210;313;11/01/2024;352.45;D;352.01
104211;269;08/03/2024;296.2;B;285.68
104212;497;12/01/2024;131.51;B;176.7
104213;155;12/03/2024;313.19;B;271.61
104214;196;16/01/2024;195.37;B;151.51
104215;480;08/01/2024;119.96;B;111.92
104216;856;11/01/2024;282.57;C;274.3
104217;448;01/01/2024;181.42;B;110.82
104218;105;17/03/2024;28.01;D;41.58
104219;777;20/03/2024;282.78;C;310.49
104220;74;13/02/2024;162.15;B;160.74
104221;75;11/01/2024;466.63;C;374.55
104222;97;06/01/2024;323.04;B;336.39
104223;241;02/01/2024;206.67;B;188.69
104224;391;11/01/2024;134.5;C;147.69
104225;651;12/05/2024;177.75;C;191.49
104226;109;17/01/2024;84.13;D;73.67
104227;28;27/01/2024;206.63;C;144.45
104228;102;07/01/2024;489.95;C;506.3
104229;862;16/01/2024;596.58;C;498.5
104230;119;13/02/2024;398.66;C;348.46
104231;584;26/02/2024;198.11;C;229.66
104232;27;17/01/2024;47.83;B;77.94
104233;150;04/01/2024;169.7;A;197.55
104234;682;30/01/2024;337.56;D;365.52
104235;672;17/01/2024;312.29;B;265.33
104236;142;15/01/2024;157.71;B;216.56
104237;154;11/07/2024;148.19;D;108.77
104238;492;27/02/2024;236.73;C;211.32
104239;762;18/02/2024;185.96;D;181.57
104240;183;02/02/2024;169.02;B;170.65
104241;203;03/02/2024;162.89;C;177.02
104242;71;16/02/2024;435.98;C;421.97
104243;183;12/03/2024;74.53;C;130.93
104244;173;13/03/2024;141.54;B;186.04
104245;542;12/01/2024;147.89;B;140.27
104246;834;11/02/2024;202.05;C;247.72
104247;355;01/02/2024;181.64;C;110.64
104248;154;02/05/2024;172.77;C;136.06
104249;601;29/02/2024;78.78;C;58.38
104250;385;15/02/2024;181.45;A;169.03
104251;733;08/01/2024;277.7;C;313.54
104252;920;25/02/2024;207.12;C;255.49
